in:HVAC System Type,in:Plant Performance,in:Outdoor Air Quantity,in:Percent Glazing [%],in:Glazing Performance,in:Lighting Power,in:Avg. Workstation Power [W],in:Roof PV Coverage [%],out:AHU Sizing [CFM/SF],out:Cooling [EUI],out:Heating [EUI],out:Lights/Plug [EUI],out:Fan/Pump [EUI],out:PV [EUI],out:Utility Cost [$/SF-yr],out:Total [EUI]
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Low [200W],25,0.25,4.3,4.8,22.9,7.3,-2.6,0.388,36.8
DOAS,High,Minimum,0.4,High,WSEC Baseline,Low [200W],25,0.25,4,5.1,22.9,7.2,-2.6,0.387,36.8
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Low [200W],25,0.25,4.2,5.2,22.9,7.3,-2.6,0.39,37
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Low [200W],25,0.25,4.5,5.2,22.9,7.4,-2.6,0.394,37.4
DOAS,High,Minimum,0.5,High,WSEC Baseline,Low [200W],25,0.25,4.1,5.4,22.9,7.3,-2.6,0.391,37.1
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Low [200W],25,0.25,4.3,5.5,22.9,7.3,-2.6,0.395,37.4
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Low [200W],25,0.25,4.7,5.5,22.9,7.5,-2.6,0.4,37.9
DOAS,High,Minimum,0.6,High,WSEC Baseline,Low [200W],25,0.25,4.2,5.7,22.9,7.3,-2.6,0.396,37.5
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Low [200W],25,0.25,4.4,5.8,22.9,7.4,-2.6,0.399,38
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Low [200W],25,0.25,4.9,5.8,22.9,7.5,-2.6,0.406,38.5
DOAS,High,Minimum,0.3,High,WSEC Baseline,Med [300W],25,0.25,4.7,4.6,27.5,7.3,-2.6,0.437,41.5
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,Med [300W],25,0.25,4.9,4.6,27.5,7.4,-2.6,0.439,41.7
DOAS,High,Minimum,0.3,Low,WSEC Baseline,Med [300W],25,0.25,5.1,4.6,27.5,7.5,-2.6,0.443,42
DOAS,High,Minimum,0.4,High,WSEC Baseline,Med [300W],25,0.25,4.8,4.9,27.5,7.4,-2.6,0.442,42
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,Med [300W],25,0.25,5,4.9,27.5,7.5,-2.6,0.445,42.2
DOAS,High,Minimum,0.4,Low,WSEC Baseline,Med [300W],25,0.25,5.3,4.9,27.5,7.6,-2.6,0.449,42.6
DOAS,High,Minimum,0.5,High,WSEC Baseline,Med [300W],25,0.25,4.9,5.2,27.5,7.4,-2.6,0.446,42.3
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,Med [300W],25,0.25,5.1,5.2,27.5,7.5,-2.6,0.45,42.7
DOAS,High,Minimum,0.5,Low,WSEC Baseline,Med [300W],25,0.25,5.5,5.2,27.5,7.7,-2.6,0.455,43.2
DOAS,High,Minimum,0.6,High,WSEC Baseline,Med [300W],25,0.25,4.9,5.4,27.5,7.5,-2.6,0.45,42.7
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,Med [300W],25,0.25,5.2,5.5,27.5,7.6,-2.6,0.454,43.1
DOAS,High,Minimum,0.6,Low,WSEC Baseline,Med [300W],25,0.25,5.6,5.5,27.5,7.7,-2.6,0.461,43.7
DOAS,High,Minimum,0.3,High,WSEC Baseline,High [400W],25,0.25,5.5,4.4,32,7.5,-2.6,0.493,46.8
DOAS,High,Minimum,0.3,Medium,WSEC Baseline,High [400W],25,0.25,5.6,4.4,32,7.5,-2.6,0.495,47
DOAS,High,Minimum,0.3,Low,WSEC Baseline,High [400W],25,0.25,5.9,4.4,32,7.6,-2.6,0.499,47.3
DOAS,High,Minimum,0.4,High,WSEC Baseline,High [400W],25,0.25,5.6,4.7,32,7.5,-2.6,0.497,47.2
DOAS,High,Minimum,0.4,Medium,WSEC Baseline,High [400W],25,0.25,5.8,4.7,32,7.6,-2.6,0.5,47.4
DOAS,High,Minimum,0.4,Low,WSEC Baseline,High [400W],25,0.25,6.1,4.7,32,7.7,-2.6,0.505,47.9
DOAS,High,Minimum,0.5,High,WSEC Baseline,High [400W],25,0.25,5.6,4.9,32,7.6,-2.6,0.501,47.6
DOAS,High,Minimum,0.5,Medium,WSEC Baseline,High [400W],25,0.25,5.9,5,32,7.7,-2.6,0.505,48
DOAS,High,Minimum,0.5,Low,WSEC Baseline,High [400W],25,0.25,6.3,5,32,7.8,-2.6,0.512,48.5
DOAS,High,Minimum,0.6,High,WSEC Baseline,High [400W],25,0.25,5.7,5.2,32,7.6,-2.6,0.506,47.9
DOAS,High,Minimum,0.6,Medium,WSEC Baseline,High [400W],25,0.25,6,5.3,32,7.8,-2.6,0.51,48.4
DOAS,High,Minimum,0.6,Low,WSEC Baseline,High [400W],25,0.25,6.4,5.3,32,7.9,-2.6,0.517,49.1
VAV,Low,30% increase,0.3,High,15% Reduced,Low [200W],25,1,2.3,24.6,21.8,10.3,-2.6,0.544,56.4
VAV,Low,30% increase,0.3,Medium,15% Reduced,Low [200W],25,1.03,2.4,24.5,21.8,10.9,-2.6,0.55,57.1
VAV,Low,30% increase,0.3,Low,15% Reduced,Low [200W],25,1.06,2.6,24.3,21.8,11.7,-2.6,0.56,57.9
VAV,Low,30% increase,0.4,High,15% Reduced,Low [200W],25,1.18,2.4,25.3,21.8,10.8,-2.6,0.556,57.8
VAV,Low,30% increase,0.4,Medium,15% Reduced,Low [200W],25,1.21,2.6,25.3,21.8,11.5,-2.6,0.565,58.6
VAV,Low,30% increase,0.4,Low,15% Reduced,Low [200W],25,1.24,2.9,25.2,21.8,12.4,-2.6,0.577,59.7
VAV,Low,30% increase,0.5,High,15% Reduced,Low [200W],25,1.36,2.5,26.1,21.8,11.3,-2.6,0.569,59.2
VAV,Low,30% increase,0.5,Medium,15% Reduced,Low [200W],25,1.39,2.7,26.1,21.8,12,-2.6,0.578,60.1
VAV,Low,30% increase,0.5,Low,15% Reduced,Low [200W],25,1.42,3.1,26.1,21.8,13,-2.6,0.592,61.4
VAV,Low,30% increase,0.6,High,15% Reduced,Low [200W],25,1.54,2.7,26.9,21.8,11.7,-2.6,0.58,60.4
VAV,Low,30% increase,0.6,Medium,15% Reduced,Low [200W],25,1.57,2.9,27,21.8,12.4,-2.6,0.591,61.5
VAV,Low,30% increase,0.6,Low,15% Reduced,Low [200W],25,1.6,3.2,27.1,21.8,13.5,-2.6,0.607,63
VAV,Low,30% increase,0.3,High,15% Reduced,Med [300W],25,1.3,2.6,23.6,26.4,11.9,-2.6,0.604,61.9
VAV,Low,30% increase,0.3,Medium,15% Reduced,Med [300W],25,1.33,2.7,23.5,26.4,12.5,-2.6,0.611,62.5
VAV,Low,30% increase,0.3,Low,15% Reduced,Med [300W],25,1.36,3,23.3,26.4,13.4,-2.6,0.621,63.5
VAV,Low,30% increase,0.4,High,15% Reduced,Med [300W],25,1.48,2.7,24.3,26.4,12.4,-2.6,0.617,63.3
VAV,Low,30% increase,0.4,Medium,15% Reduced,Med [300W],25,1.51,2.9,24.3,26.4,13.2,-2.6,0.626,64.1
VAV,Low,30% increase,0.4,Low,15% Reduced,Med [300W],25,1.54,3.2,24.2,26.4,14.2,-2.6,0.639,65.4
VAV,Low,30% increase,0.5,High,15% Reduced,Med [300W],25,1.66,2.8,25.1,26.4,12.9,-2.6,0.629,64.6
VAV,Low,30% increase,0.5,Medium,15% Reduced,Med [300W],25,1.69,3.1,25.2,26.4,13.7,-2.6,0.64,65.7
VAV,Low,30% increase,0.5,Low,15% Reduced,Med [300W],25,1.72,3.4,25.3,26.4,14.7,-2.6,0.655,67.2
VAV,Low,30% increase,0.6,High,15% Reduced,Med [300W],25,1.84,3,25.9,26.4,13.3,-2.6,0.641,65.9
VAV,Low,30% increase,0.6,Medium,15% Reduced,Med [300W],25,1.87,3.2,26.1,26.4,14.1,-2.6,0.653,67.2
VAV,Low,30% increase,0.6,Low,15% Reduced,Med [300W],25,1.9,3.6,26.3,26.4,15.4,-2.6,0.672,69
VAV,Low,30% increase,0.3,High,15% Reduced,High [400W],25,1.6,2.9,22.7,30.9,13.8,-2.6,0.668,67.8
VAV,Low,30% increase,0.3,Medium,15% Reduced,High [400W],25,1.63,3.1,22.6,30.9,14.4,-2.6,0.675,68.4
VAV,Low,30% increase,0.3,Low,15% Reduced,High [400W],25,1.66,3.3,22.5,30.9,15.3,-2.6,0.686,69.4
VAV,Low,30% increase,0.4,High,15% Reduced,High [400W],25,1.78,3,23.4,30.9,14.3,-2.6,0.68,69.1
VAV,Low,30% increase,0.4,Medium,15% Reduced,High [400W],25,1.81,3.2,23.4,30.9,15,-2.6,0.69,69.9
VAV,Low,30% increase,0.4,Low,15% Reduced,High [400W],25,1.84,3.5,23.5,30.9,16.1,-2.6,0.705,71.4
VAV,Low,30% increase,0.5,High,15% Reduced,High [400W],25,1.96,3.2,24.2,30.9,14.8,-2.6,0.692,70.5
VAV,Low,30% increase,0.5,Medium,15% Reduced,High [400W],25,1.99,3.4,24.3,30.9,15.6,-2.6,0.704,71.6
VAV,Low,30% increase,0.5,Low,15% Reduced,High [400W],25,2.02,3.7,24.5,30.9,16.8,-2.6,0.722,73.4
VAV,Low,30% increase,0.6,High,15% Reduced,High [400W],25,2.14,3.3,25,30.9,15.2,-2.6,0.705,71.7
VAV,Low,30% increase,0.6,Medium,15% Reduced,High [400W],25,2.17,3.5,25.3,30.9,16,-2.6,0.719,73.2
VAV,Low,30% increase,0.6,Low,15% Reduced,High [400W],25,2.2,3.9,25.6,30.9,17.5,-2.6,0.74,75.3
DOAS,Low,30% increase,0.3,High,15% Reduced,Low [200W],25,0.3,3.9,17.3,21.8,9.3,-2.6,0.491,49.6
DOAS,Low,30% increase,0.3,Medium,15% Reduced,Low [200W],25,0.3,4,17.3,21.8,9.3,-2.6,0.492,49.7
DOAS,Low,30% increase,0.3,Low,15% Reduced,Low [200W],25,0.3,4.2,17.2,21.8,9.4,-2.6,0.495,49.9
DOAS,Low,30% increase,0.4,High,15% Reduced,Low [200W],25,0.3,3.9,18.1,21.8,9.3,-2.6,0.498,50.6
DOAS,Low,30% increase,0.4,Medium,15% Reduced,Low [200W],25,0.3,4.1,18.1,21.8,9.3,-2.6,0.5,50.7
DOAS,Low,30% increase,0.4,Low,15% Reduced,Low [200W],25,0.3,4.4,18,21.8,9.4,-2.6,0.504,51
DOAS,Low,30% increase,0.5,High,15% Reduced,Low [200W],25,0.3,4,18.9,21.8,9.3,-2.6,0.506,51.5
DOAS,Low,30% increase,0.5,Medium,15% Reduced,Low [200W],25,0.3,4.2,19,21.8,9.4,-2.6,0.509,51.7
DOAS,Low,30% increase,0.5,Low,15% Reduced,Low [200W],25,0.3,4.6,18.9,21.8,9.5,-2.6,0.513,52.2
DOAS,Low,30% increase,0.6,High,15% Reduced,Low [200W],25,0.3,4.1,19.7,21.8,9.3,-2.6,0.513,52.3
DOAS,Low,30% increase,0.6,Medium,15% Reduced,Low [200W],25,0.3,4.3,19.8,21.8,9.4,-2.6,0.517,52.7
DOAS,Low,30% increase,0.6,Low,15% Reduced,Low [200W],25,0.3,4.7,19.7,21.8,9.5,-2.6,0.522,53.2
DOAS,Low,30% increase,0.3,High,15% Reduced,Med [300W],25,0.3,4.6,16.6,26.4,9.4,-2.6,0.543,54.4
DOAS,Low,30% increase,0.3,Medium,15% Reduced,Med [300W],25,0.3,4.7,16.6,26.4,9.4,-2.6,0.544,54.6
DOAS,Low,30% increase,0.3,Low,15% Reduced,Med [300W],25,0.3,5,16.5,26.4,9.5,-2.6,0.547,54.8
DOAS,Low,30% increase,0.4,High,15% Reduced,Med [300W],25,0.3,4.7,17.4,26.4,9.4,-2.6,0.55,55.3
DOAS,Low,30% increase,0.4,Medium,15% Reduced,Med [300W],25,0.3,4.8,17.5,26.4,9.5,-2.6,0.553,55.6
DOAS,Low,30% increase,0.4,Low,15% Reduced,Med [300W],25,0.3,5.1,17.4,26.4,9.6,-2.6,0.557,56
DOAS,Low,30% increase,0.5,High,15% Reduced,Med [300W],25,0.3,4.7,18.2,26.4,9.5,-2.6,0.558,56.3
DOAS,Low,30% increase,0.5,Medium,15% Reduced,Med [300W],25,0.3,4.9,18.3,26.4,9.5,-2.6,0.561,56.6
DOAS,Low,30% increase,0.5,Low,15% Reduced,Med [300W],25,0.3,5.3,18.3,26.4,9.7,-2.6,0.566,57
DOAS,Low,30% increase,0.6,High,15% Reduced,Med [300W],25,0.3,4.8,19,26.4,9.5,-2.6,0.565,57.1
DOAS,Low,30% increase,0.6,Medium,15% Reduced,Med [300W],25,0.3,5.1,19.1,26.4,9.6,-2.6,0.569,57.5
DOAS,Low,30% increase,0.6,Low,15% Reduced,Med [300W],25,0.3,5.5,19.1,26.4,9.7,-2.6,0.575,58
DOAS,Low,30% increase,0.3,High,15% Reduced,High [400W],25,0.3,5.4,15.9,30.9,9.5,-2.6,0.595,59.1
DOAS,Low,30% increase,0.3,Medium,15% Reduced,High [400W],25,0.3,5.5,15.9,30.9,9.6,-2.6,0.597,59.4
DOAS,Low,30% increase,0.3,Low,15% Reduced,High [400W],25,0.3,5.7,15.9,30.9,9.7,-2.6,0.6,59.6
DOAS,Low,30% increase,0.4,High,15% Reduced,High [400W],25,0.3,5.4,16.7,30.9,9.6,-2.6,0.602,60
DOAS,Low,30% increase,0.4,Medium,15% Reduced,High [400W],25,0.3,5.6,16.8,30.9,9.6,-2.6,0.605,60.3
DOAS,Low,30% increase,0.4,Low,15% Reduced,High [400W],25,0.3,5.9,16.7,30.9,9.8,-2.6,0.609,60.8
DOAS,Low,30% increase,0.5,High,15% Reduced,High [400W],25,0.3,5.5,17.5,30.9,9.6,-2.6,0.61,60.9
DOAS,Low,30% increase,0.5,Medium,15% Reduced,High [400W],25,0.3,5.7,17.6,30.9,9.7,-2.6,0.613,61.3
DOAS,Low,30% increase,0.5,Low,15% Reduced,High [400W],25,0.3,6.1,17.6,30.9,9.8,-2.6,0.619,61.8
DOAS,Low,30% increase,0.6,High,15% Reduced,High [400W],25,0.3,5.6,18.3,30.9,9.7,-2.6,0.617,61.8
DOAS,Low,30% increase,0.6,Medium,15% Reduced,High [400W],25,0.3,5.8,18.4,30.9,9.8,-2.6,0.621,62.3
DOAS,Low,30% increase,0.6,Low,15% Reduced,High [400W],25,0.3,6.3,18.4,30.9,9.9,-2.6,0.628,62.9
VAV,Low,Minimum,0.3,High,15% Reduced,Low [200W],25,1,2.4,21,21.8,10.1,-2.6,0.513,52.6
VAV,Low,Minimum,0.3,Medium,15% Reduced,Low [200W],25,1.03,2.5,21,21.8,10.5,-2.6,0.519,53.3
VAV,Low,Minimum,0.3,Low,15% Reduced,Low [200W],25,1.06,2.7,21.1,21.8,11.1,-2.6,0.528,54.2
VAV,Low,Minimum,0.4,High,15% Reduced,Low [200W],25,1.18,2.5,21.9,21.8,10.4,-2.6,0.525,54
VAV,Low,Minimum,0.4,Medium,15% Reduced,Low [200W],25,1.21,2.7,22,21.8,10.8,-2.6,0.533,54.8
VAV,Low,Minimum,0.4,Low,15% Reduced,Low [200W],25,1.24,3,22.1,21.8,11.6,-2.6,0.544,55.9
VAV,Low,Minimum,0.5,High,15% Reduced,Low [200W],25,1.36,2.6,22.8,21.8,10.7,-2.6,0.537,55.4
VAV,Low,Minimum,0.5,Medium,15% Reduced,Low [200W],25,1.39,2.8,23.1,21.8,11.1,-2.6,0.546,56.3
VAV,Low,Minimum,0.5,Low,15% Reduced,Low [200W],25,1.42,3.1,23.1,21.8,12.1,-2.6,0.559,57.5
VAV,Low,Minimum,0.6,High,15% Reduced,Low [200W],25,1.54,2.8,23.8,21.8,10.9,-2.6,0.548,56.7
VAV,Low,Minimum,0.6,Medium,15% Reduced,Low [200W],25,1.57,3,24,21.8,11.5,-2.6,0.559,57.7
VAV,Low,Minimum,0.6,Low,15% Reduced,Low [200W],25,1.6,3.3,24,21.8,12.7,-2.6,0.575,59.3
VAV,Low,Minimum,0.3,High,15% Reduced,Med [300W],25,1.3,2.7,20,26.4,11.7,-2.6,0.573,58.2
VAV,Low,Minimum,0.3,Medium,15% Reduced,Med [300W],25,1.33,2.8,20.1,26.4,12.1,-2.6,0.58,58.7
VAV,Low,Minimum,0.3,Low,15% Reduced,Med [300W],25,1.36,3.1,20.1,26.4,12.7,-2.6,0.59,59.7
VAV,Low,Minimum,0.4,High,15% Reduced,Med [300W],25,1.48,2.8,20.9,26.4,12,-2.6,0.585,59.5
VAV,Low,Minimum,0.4,Medium,15% Reduced,Med [300W],25,1.51,3,21.1,26.4,12.5,-2.6,0.594,60.3
VAV,Low,Minimum,0.4,Low,15% Reduced,Med [300W],25,1.54,3.3,21.2,26.4,13.3,-2.6,0.607,61.6
VAV,Low,Minimum,0.5,High,15% Reduced,Med [300W],25,1.66,2.9,21.8,26.4,12.3,-2.6,0.597,60.8
VAV,Low,Minimum,0.5,Medium,15% Reduced,Med [300W],25,1.69,3.1,22.1,26.4,12.9,-2.6,0.607,61.9
VAV,Low,Minimum,0.5,Low,15% Reduced,Med [300W],25,1.72,3.5,22.2,26.4,13.9,-2.6,0.623,63.4
VAV,Low,Minimum,0.6,High,15% Reduced,Med [300W],25,1.84,3.1,22.8,26.4,12.5,-2.6,0.609,62.1
VAV,Low,Minimum,0.6,Medium,15% Reduced,Med [300W],25,1.87,3.3,23,26.4,13.2,-2.6,0.621,63.3
VAV,Low,Minimum,0.6,Low,15% Reduced,Med [300W],25,1.9,3.7,23.3,26.4,14.5,-2.6,0.64,65.2
VAV,Low,Minimum,0.3,High,15% Reduced,High [400W],25,1.6,3,19.1,30.9,13.5,-2.6,0.637,63.9
VAV,Low,Minimum,0.3,Medium,15% Reduced,High [400W],25,1.63,3.1,19.2,30.9,13.9,-2.6,0.644,64.6
VAV,Low,Minimum,0.3,Low,15% Reduced,High [400W],25,1.66,3.4,19.3,30.9,14.6,-2.6,0.654,65.6
VAV,Low,Minimum,0.4,High,15% Reduced,High [400W],25,1.78,3.1,20,30.9,13.8,-2.6,0.649,65.3
VAV,Low,Minimum,0.4,Medium,15% Reduced,High [400W],25,1.81,3.3,20.2,30.9,14.3,-2.6,0.658,66.2
VAV,Low,Minimum,0.4,Low,15% Reduced,High [400W],25,1.84,3.6,20.4,30.9,15.3,-2.6,0.672,67.6
VAV,Low,Minimum,0.5,High,15% Reduced,High [400W],25,1.96,3.3,20.9,30.9,14.1,-2.6,0.661,66.6
VAV,Low,Minimum,0.5,Medium,15% Reduced,High [400W],25,1.99,3.5,21.3,30.9,14.7,-2.6,0.672,67.8
VAV,Low,Minimum,0.5,Low,15% Reduced,High [400W],25,2.02,3.8,21.6,30.9,15.9,-2.6,0.69,69.5
VAV,Low,Minimum,0.6,High,15% Reduced,High [400W],25,2.14,3.4,21.9,30.9,14.4,-2.6,0.672,68
VAV,Low,Minimum,0.6,Medium,15% Reduced,High [400W],25,2.17,3.6,22.3,30.9,15.2,-2.6,0.686,69.4
VAV,Low,Minimum,0.6,Low,15% Reduced,High [400W],25,2.2,4,22.7,30.9,16.5,-2.6,0.708,71.6
DOAS,Low,Minimum,0.3,High,15% Reduced,Low [200W],25,0.25,4,13.4,21.8,7.2,-2.6,0.439,43.8
DOAS,Low,Minimum,0.3,Medium,15% Reduced,Low [200W],25,0.25,4.1,13.4,21.8,7.2,-2.6,0.441,44
DOAS,Low,Minimum,0.3,Low,15% Reduced,Low [200W],25,0.25,4.3,13.4,21.8,7.3,-2.6,0.444,44.3
DOAS,Low,Minimum,0.4,High,15% Reduced,Low [200W],25,0.25,4,14.3,21.8,7.2,-2.6,0.447,44.8
DOAS,Low,Minimum,0.4,Medium,15% Reduced,Low [200W],25,0.25,4.2,14.3,21.8,7.3,-2.6,0.45,45.1
DOAS,Low,Minimum,0.4,Low,15% Reduced,Low [200W],25,0.25,4.5,14.3,21.8,7.4,-2.6,0.454,45.5
DOAS,Low,Minimum,0.5,High,15% Reduced,Low [200W],25,0.25,4.1,15.1,21.8,7.3,-2.6,0.455,45.7
DOAS,Low,Minimum,0.5,Medium,15% Reduced,Low [200W],25,0.25,4.3,15.2,21.8,7.3,-2.6,0.458,46.1
DOAS,Low,Minimum,0.5,Low,15% Reduced,Low [200W],25,0.25,4.7,15.2,21.8,7.5,-2.6,0.464,46.6
DOAS,Low,Minimum,0.6,High,15% Reduced,Low [200W],25,0.25,4.2,15.9,21.8,7.3,-2.6,0.462,46.6
DOAS,Low,Minimum,0.6,Medium,15% Reduced,Low [200W],25,0.25,4.4,16,21.8,7.4,-2.6,0.467,47.1
DOAS,Low,Minimum,0.6,Low,15% Reduced,Low [200W],25,0.25,4.9,16.1,21.8,7.5,-2.6,0.473,47.7
DOAS,Low,Minimum,0.3,High,15% Reduced,Med [300W],25,0.25,4.7,12.7,26.4,7.3,-2.6,0.491,48.5
DOAS,Low,Minimum,0.3,Medium,15% Reduced,Med [300W],25,0.25,4.9,12.7,26.4,7.4,-2.6,0.493,48.8
DOAS,Low,Minimum,0.3,Low,15% Reduced,Med [300W],25,0.25,5.1,12.7,26.4,7.5,-2.6,0.496,49.1
DOAS,Low,Minimum,0.4,High,15% Reduced,Med [300W],25,0.25,4.8,13.5,26.4,7.4,-2.6,0.498,49.5
DOAS,Low,Minimum,0.4,Medium,15% Reduced,Med [300W],25,0.25,5,13.6,26.4,7.5,-2.6,0.502,49.8
DOAS,Low,Minimum,0.4,Low,15% Reduced,Med [300W],25,0.25,5.3,13.6,26.4,7.6,-2.6,0.506,50.2
DOAS,Low,Minimum,0.5,High,15% Reduced,Med [300W],25,0.25,4.9,14.3,26.4,7.4,-2.6,0.506,50.4
DOAS,Low,Minimum,0.5,Medium,15% Reduced,Med [300W],25,0.25,5.1,14.4,26.4,7.5,-2.6,0.51,50.8
DOAS,Low,Minimum,0.5,Low,15% Reduced,Med [300W],25,0.25,5.5,14.5,26.4,7.7,-2.6,0.516,51.4
DOAS,Low,Minimum,0.6,High,15% Reduced,Med [300W],25,0.25,4.9,15.1,26.4,7.5,-2.6,0.514,51.3
DOAS,Low,Minimum,0.6,Medium,15% Reduced,Med [300W],25,0.25,5.2,15.2,26.4,7.6,-2.6,0.518,51.8
DOAS,Low,Minimum,0.6,Low,15% Reduced,Med [300W],25,0.25,5.6,15.3,26.4,7.7,-2.6,0.526,52.5
DOAS,Low,Minimum,0.3,High,15% Reduced,High [400W],25,0.25,5.5,12.2,30.9,7.5,-2.6,0.544,53.5
DOAS,Low,Minimum,0.3,Medium,15% Reduced,High [400W],25,0.25,5.6,12.2,30.9,7.5,-2.6,0.547,53.7
DOAS,Low,Minimum,0.3,Low,15% Reduced,High [400W],25,0.25,5.9,12.2,30.9,7.6,-2.6,0.55,54
DOAS,Low,Minimum,0.4,High,15% Reduced,High [400W],25,0.25,5.6,12.9,30.9,7.5,-2.6,0.552,54.4
DOAS,Low,Minimum,0.4,Medium,15% Reduced,High [400W],25,0.25,5.8,13,30.9,7.6,-2.6,0.555,54.7
DOAS,Low,Minimum,0.4,Low,15% Reduced,High [400W],25,0.25,6.1,13.1,30.9,7.7,-2.6,0.56,55.2
DOAS,Low,Minimum,0.5,High,15% Reduced,High [400W],25,0.25,5.6,13.7,30.9,7.6,-2.6,0.559,55.3
DOAS,Low,Minimum,0.5,Medium,15% Reduced,High [400W],25,0.25,5.9,13.9,30.9,7.7,-2.6,0.564,55.7
DOAS,Low,Minimum,0.5,Low,15% Reduced,High [400W],25,0.25,6.3,13.9,30.9,7.8,-2.6,0.57,56.4
DOAS,Low,Minimum,0.6,High,15% Reduced,High [400W],25,0.25,5.7,14.5,30.9,7.6,-2.6,0.566,56.1
DOAS,Low,Minimum,0.6,Medium,15% Reduced,High [400W],25,0.25,6,14.6,30.9,7.8,-2.6,0.572,56.7
DOAS,Low,Minimum,0.6,Low,15% Reduced,High [400W],25,0.25,6.4,14.8,30.9,7.9,-2.6,0.579,57.4
VAV,High,30% increase,0.3,High,15% Reduced,Low [200W],25,1,2.3,8.9,21.8,10.3,-2.6,0.44,40.7
VAV,High,30% increase,0.3,Medium,15% Reduced,Low [200W],25,1.03,2.4,8.8,21.8,10.9,-2.6,0.447,41.4
VAV,High,30% increase,0.3,Low,15% Reduced,Low [200W],25,1.06,2.6,8.7,21.8,11.7,-2.6,0.458,42.4
VAV,High,30% increase,0.4,High,15% Reduced,Low [200W],25,1.18,2.4,9.1,21.8,10.8,-2.6,0.45,41.6
VAV,High,30% increase,0.4,Medium,15% Reduced,Low [200W],25,1.21,2.6,9.1,21.8,11.5,-2.6,0.459,42.4
VAV,High,30% increase,0.4,Low,15% Reduced,Low [200W],25,1.24,2.9,9.1,21.8,12.4,-2.6,0.471,43.6
VAV,High,30% increase,0.5,High,15% Reduced,Low [200W],25,1.36,2.5,9.4,21.8,11.3,-2.6,0.459,42.5
VAV,High,30% increase,0.5,Medium,15% Reduced,Low [200W],25,1.39,2.7,9.4,21.8,12,-2.6,0.469,43.4
VAV,High,30% increase,0.5,Low,15% Reduced,Low [200W],25,1.42,3.1,9.4,21.8,13,-2.6,0.482,44.6
VAV,High,30% increase,0.6,High,15% Reduced,Low [200W],25,1.54,2.7,9.7,21.8,11.7,-2.6,0.468,43.2
VAV,High,30% increase,0.6,Medium,15% Reduced,Low [200W],25,1.57,2.9,9.7,21.8,12.4,-2.6,0.478,44.3
VAV,High,30% increase,0.6,Low,15% Reduced,Low [200W],25,1.6,3.2,9.7,21.8,13.5,-2.6,0.494,45.7
VAV,High,30% increase,0.3,High,15% Reduced,Med [300W],25,1.3,2.6,8.5,26.4,11.9,-2.6,0.505,46.8
VAV,High,30% increase,0.3,Medium,15% Reduced,Med [300W],25,1.33,2.7,8.5,26.4,12.5,-2.6,0.512,47.5
VAV,High,30% increase,0.3,Low,15% Reduced,Med [300W],25,1.36,3,8.4,26.4,13.4,-2.6,0.523,48.6
VAV,High,30% increase,0.4,High,15% Reduced,Med [300W],25,1.48,2.7,8.8,26.4,12.4,-2.6,0.514,47.7
VAV,High,30% increase,0.4,Medium,15% Reduced,Med [300W],25,1.51,2.9,8.7,26.4,13.2,-2.6,0.524,48.6
VAV,High,30% increase,0.4,Low,15% Reduced,Med [300W],25,1.54,3.2,8.7,26.4,14.2,-2.6,0.537,49.9
VAV,High,30% increase,0.5,High,15% Reduced,Med [300W],25,1.66,2.8,9,26.4,12.9,-2.6,0.523,48.6
VAV,High,30% increase,0.5,Medium,15% Reduced,Med [300W],25,1.69,3.1,9.1,26.4,13.7,-2.6,0.534,49.6
VAV,High,30% increase,0.5,Low,15% Reduced,Med [300W],25,1.72,3.4,9.1,26.4,14.7,-2.6,0.549,51
VAV,High,30% increase,0.6,High,15% Reduced,Med [300W],25,1.84,3,9.3,26.4,13.3,-2.6,0.532,49.3
VAV,High,30% increase,0.6,Medium,15% Reduced,Med [300W],25,1.87,3.2,9.4,26.4,14.1,-2.6,0.544,50.5
VAV,High,30% increase,0.6,Low,15% Reduced,Med [300W],25,1.9,3.6,9.5,26.4,15.4,-2.6,0.562,52.2
VAV,High,30% increase,0.3,High,15% Reduced,High [400W],25,1.6,2.9,8.2,30.9,13.8,-2.6,0.572,53.3
VAV,High,30% increase,0.3,Medium,15% Reduced,High [400W],25,1.63,3.1,8.1,30.9,14.4,-2.6,0.58,54
VAV,High,30% increase,0.3,Low,15% Reduced,High [400W],25,1.66,3.3,8.1,30.9,15.3,-2.6,0.592,55
VAV,High,30% increase,0.4,High,15% Reduced,High [400W],25,1.78,3,8.4,30.9,14.3,-2.6,0.582,54.1
VAV,High,30% increase,0.4,Medium,15% Reduced,High [400W],25,1.81,3.2,8.4,30.9,15,-2.6,0.591,55
